gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,gene_name,start_position,end_position,strand,transcript_biotype,transcript_length,description,sig
GSBRNA2T00034635001,773.336673439638,2.40942310212012,0.203189508490727,11.8580094022427,1.95569389191795e-32,3.9113236627246796e-30,LK034070,BnaCnng38850D,2,4195,-1,protein_coding,980,BnaCnng38850D protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A078J9Y0],yes
GSBRNA2T00034638001,676.665715148058,1.55578241779923,0.198172572134794,7.85064452179092,4.1390460077709505e-15,2.25627942294924e-13,LK034070,BnaCnng38880D,17935,19046,-1,protein_coding,756,BnaCnng38880D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J684],yes
GSBRNA2T00034642001,52.0348382786039,1.66139573815531,0.64948620668169,2.55801542983275,0.0105271421159885,0.0482271980422968,LK034070,BnaCnng38920D,24775,31430,1,protein_coding,453,BnaCnng38920D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JCF8],yes
GSBRNA2T00034643001,476.109971680961,2.26222076053019,0.256027124502894,8.83586364109881,9.93278768396804e-19,7.81793697979828e-17,LK034070,BnaCnng38930D,31490,32317,1,protein_coding,740,BnaCnng38930D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J689],yes
GSBRNA2T00034649001,92.3136646607639,1.45043910910863,0.427962089324206,3.38917662402997,0.0007010284009196,0.005215517920197,LK034071,BnaUnng00720D,31861,33465,-1,protein_coding,1530,BnaUnng00720D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J9Y9],yes
GSBRNA2T00034664001,153.912153870425,1.35685526804194,0.363787745076066,3.72979927555896,0.0001916323707213,0.0017180163112332,LK034073,BnaC03g73810D,10837,13255,1,protein_coding,2254,BnaC03g73810D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J693],yes
GSBRNA2T00034667001,490.031906073508,1.46257863172487,0.23951502274285,6.10641710476398,1.01892517609485e-09,2.84846089901969e-08,LK034073,BnaC03g73840D,26567,29649,-1,protein_coding,1680,Polyol transporter 5 [Source:Projected from Arabidopsis thaliana (AT3G18830) UniProtKB/Swiss-Prot;Acc:Q8VZ80],yes
GSBRNA2T00034739001,49.6122455503755,2.57240234907411,0.557878575534893,4.61104344544455,4.00652784335764e-06,5.6981625534384e-05,LK032185,BnaC06g10890D,291526,291705,1,protein_coding,180,BnaA05g13800D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLR1],yes
GSBRNA2T00034753001,1053.21159431942,2.38597443883931,0.199533257440522,11.9577782142435,5.9122680694349494e-33,1.2478977161503898e-30,LK032185,BnaC06g10780D,350698,351329,-1,protein_coding,632,BnaC06g10780D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GNC4],yes
GSBRNA2T00034764001,147.22646839757,3.71493919462182,1.33301147828607,2.78687712381766,0.005321865426781,0.0280004339739854,LK032185,BnaC06g10720D,422153,422719,1,protein_coding,567,Dirigent protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLL2],yes
GSBRNA2T00034799001,3640.51871317874,-1.01124893610136,0.135122530089249,-7.48394020918218,7.21267797199404e-14,3.4158862081806298e-12,LK032185,BnaC06g10490D,569830,570914,-1,protein_coding,630,BnaC06g10490D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLT5],yes
GSBRNA2T00034809001,49.7383431017487,-4.09771663703405,0.710129704463316,-5.77037773702328,7.90940338915701e-09,1.89128066379925e-07,LK032186,BnaA06g12610D,16507,20020,-1,protein_coding,2235,BnaA06g12610D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLE8],yes
GSBRNA2T00034810001,73.5579083427722,-1.50448161697883,0.529318449100812,-2.84229960156234,0.0044789379297607,0.0243807544866566,LK032186,BnaA06g12600D,20172,21830,-1,protein_coding,1440,BnaA06g12600D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLU2],yes
GSBRNA2T00034815001,288.217500989129,-1.60248954002199,0.239769107999349,-6.68346958202114,2.33350313062918e-11,8.08757712870734e-10,LK032186,BnaA06g12560D,33603,35902,-1,protein_coding,1683,BnaA06g12560D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLF1],yes
GSBRNA2T00034829001,123.678970147047,-4.9670801289262,1.22723042067203,-4.04738999723151,5.17919084560953e-05,0.0005519312760156,LK032186,BnaA06g12460D,97539,100091,1,protein_coding,1230,BnaA06g12460D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLF7],yes
GSBRNA2T00034837001,55.0068735708316,2.95957460552735,0.540022782135739,5.48046249793855,4.24215431744122e-08,9.06047518240886e-07,LK032186,BnaA06g12390D,122575,123736,1,protein_coding,930,BnaA06g12390D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GNH6],yes
GSBRNA2T00034844001,204.249604916662,4.3715639515011,1.40482538586708,3.11182015607079,0.0018593773531616,0.0118392650485919,LK032186,BnaA06g12320D,151617,153700,1,protein_coding,837,BnaA06g12320D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GIA0],yes
GSBRNA2T00034875001,131.351164421204,1.90853829584666,0.478670254841028,3.98716710834791,6.68669295633095e-05,0.0006875953871261,LK032186,BnaA06g12080D,296715,297293,-1,protein_coding,579,BnaA06g12080D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLT9],yes
GSBRNA2T00034880001,9.71975438113875,6.61719182334677,2.2909472669955,2.88840861536939,0.0038719651976823,0.0216525490551363,LK032186,BnaA06g12030D,313559,314827,-1,protein_coding,916,BnaA06g12030D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLU3],yes
GSBRNA2T00034887001,9.25016912213235,6.54836336990134,1.96949715065628,3.32489100972769,0.0008845310571939,0.0063433963299515,LK032186,BnaA06g11960D,341147,350151,-1,protein_coding,2688,BnaA06g11960D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLK3],yes
GSBRNA2T00034895001,237.900803147937,-1.08335517702452,0.272733678310128,-3.97220901993859,7.12091936473372e-05,0.0007273425323666,LK032186,BnaA06g11910D,409715,415696,-1,protein_coding,2969,BnaA06g11910D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLK7],yes
GSBRNA2T00034901001,529.914410420882,1.25345496770795,0.17637792843509,7.10664298435305,1.18899471754174e-12,4.8741591918903496e-11,LK032186,BnaA06g11860D,428989,429762,-1,protein_coding,774,BnaA06g11860D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLL1],yes
GSBRNA2T00034914001,86.3908097175724,1.50474659942097,0.478201195925533,3.14668096241083,0.0016513503895334,0.0107148944166739,LK032186,BnaA06g11730D,467531,468621,-1,protein_coding,1091,BnaA06g11730D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLX5],yes
GSBRNA2T00034931001,14.8349347466905,6.25260619215946,1.66087845526076,3.76463802775851,0.000166790517259,0.0015263090958785,LK032186,BnaA06g11580D,537760,541840,-1,protein_coding,3426,BnaA06g11580D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLZ1],yes
GSBRNA2T00034941001,157.216292528351,2.58823478498933,0.303590945488373,8.52540177318446,1.5228031837807202e-17,1.0801101326446502e-15,LK032186,BnaA06g11500D,577548,578670,-1,protein_coding,1009,BnaA06g11500D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GM52],yes
GSBRNA2T00034964001,190.717764335514,1.56060266927054,0.340706215827389,4.58049368274862,4.63879629219277e-06,6.48986404173287e-05,LK032187,BnaA09g26320D,140033,144478,1,protein_coding,1727,BnaA09g26320D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLQ4],yes
GSBRNA2T00034988001,197.805314784053,-1.64204938061728,0.345707531578025,-4.74982240948569,2.03595362436935e-06,3.09780830962599e-05,LK032187,BnaA09g26480D,325229,326914,1,protein_coding,1156,BnaA09g26480D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GM74],yes
GSBRNA2T00035001001,216.828564963222,2.85946154425068,0.728560814291593,3.92480831820614,8.67988248030453e-05,0.0008641490964845,LK032187,BnaA09g26530D,419141,422221,1,protein_coding,1493,BnaA09g26530D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GM78],yes
GSBRNA2T00035010001,143.89279314897,1.24945350806884,0.323019960473516,3.86803808110577,0.0001097145338342,0.0010577646355863,LK032187,BnaA09g26600D,463110,466465,1,protein_coding,2391,BnaA09g26600D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GM45],yes
GSBRNA2T00035012001,135.388833214097,1.25089216601775,0.308809114108561,4.05069704509433,5.10652871738865e-05,0.0005453311366106,LK032187,BnaA09g26620D,476144,477603,-1,protein_coding,1024,BnaA09g26620D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLT7],yes
GSBRNA2T00035013001,159.801146452973,1.20962371255513,0.29341545267926,4.12256308081158,3.74679960265564e-05,0.0004148069473234,LK032187,BnaA09g26630D,479725,481336,1,protein_coding,734,BnaA09g26630D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GM84],yes
GSBRNA2T00035015001,136.146450580971,2.36137608914693,0.331135858305618,7.13113977214609,9.95411720634563e-13,4.1340173496194196e-11,LK032187,BnaA09g26650D,484923,486468,-1,protein_coding,1546,BnaA09g26650D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GM50],yes
GSBRNA2T00035023001,54.8976945506891,4.89293282233091,0.696418554422217,7.02585074918103,2.12765802077549e-12,8.48268049733882e-11,LK032187,BnaA09g26710D,539946,540941,1,protein_coding,702,BnaA09g26710D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GIL7],yes
GSBRNA2T00035086001,145.587989367294,-4.35691630515461,1.24580329861502,-3.49727465804455,0.0004700376284141,0.0037101223208638,LK032188,BnaA03g60220D,395117,396355,1,protein_coding,1239,BnaA03g60220D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GLX3],yes
GSBRNA2T00035090001,48.8564091986063,1.37321632088687,0.530934271450455,2.58641491937484,0.0096980109472623,0.045265052396668,LK032188,BnaA03g60240D,414530,420413,-1,protein_coding,1776,MLO-like protein [Source:UniProtKB/TrEMBL;Acc:A0A078GNW0],yes
GSBRNA2T00035094001,136.491234457604,1.75273554813396,0.380301140684218,4.60880960015142,4.04980983237167e-06,5.75033403083891e-05,LK032188,BnaA03g60260D,429726,430439,-1,protein_coding,627,BnaA03g60260D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GIN6],yes
GSBRNA2T00035117001,1922.98366754971,2.63157350055954,0.318899749588141,8.25204003439394,1.55713237210963e-16,9.88382076652605e-15,LK032189,BnaA02g24090D,39705,40514,1,protein_coding,714,BnaA02g24090D protein [Source:UniProtKB/TrEMBL;Acc:Q7XYW0],yes
GSBRNA2T00035118001,5248.6655421642,2.93399439797914,0.290889353579834,10.0862900682748,6.3525168850956704e-24,7.4806404917751095e-22,LK032189,BnaA02g24080D,46445,47206,1,protein_coding,666,BnaA02g24080D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GMC3],yes
GSBRNA2T00035145001,1531.0956770628,1.88671697316057,0.133291630323593,14.1548045333392,1.74422054341481e-45,6.90881226803636e-43,LK032189,BnaA02g23870D,298940,303357,-1,protein_coding,2800,Pectin acetylesterase [Source:UniProtKB/TrEMBL;Acc:A0A078GNY9],yes
GSBRNA2T00035171001,37.1568643860996,2.26728498058037,0.875883902229928,2.58856793098726,0.009637593573987,0.0450660921042167,LK032189,BnaA02g23720D,452975,454876,-1,protein_coding,1689,BnaA02g23720D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GP06],yes
GSBRNA2T00035225001,51.5518602901522,-1.51278684202208,0.508345477347741,-2.97590302153359,0.002921272247819,0.0172435345311318,LK032190,BnaC09g42350D,129842,134733,-1,protein_coding,1507,BnaC09g42350D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GP46],yes
GSBRNA2T00035234001,27.1652375354907,-2.4821349309975,0.968223530593883,-2.56359699239598,0.0103593751881823,0.0476231462132738,LK032190,BnaC09g42280D,152206,155856,-1,protein_coding,3096,BnaC09g42280D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GIW6],yes
GSBRNA2T00035263001,108.168379482687,1.16696196329697,0.371571266277827,3.14061411418294,0.0016859401209697,0.0109068471141198,LK032190,BnaC09g42070D,280680,281802,1,protein_coding,884,BnaC09g42070D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GMB4],yes
GSBRNA2T00035291001,206.50001685173,-1.2344225030327,0.275434350080263,-4.4817304111596,7.40402369429668e-06,9.8396087435382e-05,LK032190,BnaC09g41830D,384974,387481,1,protein_coding,1938,BnaC09g41830D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GJ14],yes
GSBRNA2T00035326001,728.598481305216,1.84205815835174,0.153341321451034,12.0127969481465,3.04373519688513e-33,6.4917763382795806e-31,LK032190,BnaC09g41590D,561997,565118,1,protein_coding,1343,BnaC09g41590D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GMR5],yes
GSBRNA2T00035362001,37.6331217249785,3.68196909528156,0.821238265433754,4.48343586783167,7.3450684469955e-06,9.76764399821841e-05,LK032191,BnaC01g23780D,349528,350180,1,protein_coding,653,BnaC01g23780D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GMK8],yes
GSBRNA2T00035370001,15.2448769888515,-5.66903267801739,1.69560204666951,-3.34337451948261,0.0008276611544492,0.0060067225175785,LK032191,BnaC01g23730D,418781,419608,1,protein_coding,459,BnaC01g23730D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GML1],yes
GSBRNA2T00035392001,20.3643840702783,-5.07305294827918,1.24814432314661,-4.0644762422104,4.81404419234021e-05,0.0005170837853293,LK032192,BnaA09g47410D,3523,6922,1,protein_coding,2013,BnaA09g47410D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GMM0],yes
GSBRNA2T00035401001,64.364121257224,3.9456421875992,0.549123098059185,7.18535097420713,6.70347580243027e-13,2.8534914199054e-11,LK032192,BnaA09g47340D,52180,54765,1,protein_coding,1700,Flavin-containing monooxygenase [Source:UniProtKB/TrEMBL;Acc:A0A078GPJ8],yes
GSBRNA2T00035420001,247.609903225582,1.10007279673457,0.224031002553461,4.91035965645895,9.0909500356885e-07,1.48989484477959e-05,LK032192,BnaA09g47210D,128352,128798,-1,protein_coding,447,BnaA09g47210D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GMN6],yes
GSBRNA2T00035421001,351.661153028598,-1.04809606116748,0.210166240349115,-4.98698582334846,6.1328563556711e-07,1.04321836263129e-05,LK032192,BnaA09g47200D,131231,132141,1,protein_coding,816,BnaA09g47200D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GN11],yes
GSBRNA2T00035422001,42.215929180197,-3.53454573605282,0.83990048886311,-4.20829108081266,2.57309274737036e-05,0.0002970233658272,LK032192,BnaA09g47190D,133651,135434,1,protein_coding,532,BnaA09g47190D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GPL0],yes
GSBRNA2T00035435001,47.1629031612087,2.1116777329969,0.661621689595938,3.19166944827116,0.0014145311271655,0.0094228441876125,LK032192,BnaA09g47090D,184919,186496,-1,protein_coding,1041,BnaA09g47090D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GPM0],yes
GSBRNA2T00035470001,113.745839508331,1.47134633895034,0.406497621322771,3.61956936958814,0.0002950936965326,0.0024976301366443,LK032192,BnaA09g46780D,286963,289053,-1,protein_coding,1384,Glyceraldehyde-3-phosphate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A078GN07],yes
GSBRNA2T00035517001,158.713468576668,-1.04599316397682,0.390418242219969,-2.67916057925257,0.0073806989119138,0.0363986783836879,LK032192,BnaA09g46390D,442842,443063,-1,protein_coding,222,BnaA09g46390D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GPR8],yes
GSBRNA2T00035521001,617.351798576056,2.22949923209482,0.169215333451867,13.175515401676,1.21395563174838e-39,3.56009997985671e-37,LK032192,BnaA09g46350D,469344,470768,-1,protein_coding,891,BnaA09g46350D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GN79],yes
GSBRNA2T00035529001,92.1913871284476,1.34612009013316,0.427639772448688,3.14778974468441,0.0016450997639037,0.0106828149847451,LK032192,BnaA09g46270D,487397,488880,-1,protein_coding,886,BnaA09g46270D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GJF8],yes
GSBRNA2T00035531001,377.114796727426,2.3825456292557,0.239331253182941,9.95501255088702,2.3979261854733502e-23,2.68387338326035e-21,LK032192,BnaA09g46260D,497110,499508,-1,protein_coding,1252,BnaA09g46260D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GMV3],yes
GSBRNA2T00035533001,415.903287377982,1.01167407218069,0.172760362982976,5.85593856549367,4.74323546944018e-09,1.17950517896609e-07,LK032192,BnaA09g46240D,504883,506195,-1,protein_coding,1110,BnaA09g46240D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GPS9],yes
GSBRNA2T00035538001,2040.01345099015,2.66393337329931,0.151051509058785,17.6359269092941,1.30537876784426e-69,1.15401158637293e-66,LK032192,BnaA09g46190D,524547,525894,1,protein_coding,563,BnaA09g46190D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GPT1],yes
GSBRNA2T00035561001,46.3604572882884,-2.89607965371213,0.781457973634635,-3.70599539760556,0.0002105621222661,0.0018666006243445,LK032193,BnaA06g13490D,57308,58588,1,protein_coding,1281,BnaA06g13490D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GPU3],yes
GSBRNA2T00035597001,402.076856035647,-1.25218786588334,0.216058676190835,-5.79559167888883,6.8080723945474905e-09,1.64795876188493e-07,LK032193,BnaA06g13230D,197107,200850,-1,protein_coding,2554,BnaA06g13230D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GN86],yes
GSBRNA2T00035617001,83.5638314671905,1.18217047631772,0.400994201117558,2.94809868328033,0.0031973498064057,0.0185236148581007,LK032193,BnaA06g13080D,279667,283081,1,protein_coding,2666,BnaA06g13080D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GN99],yes
GSBRNA2T00035623001,262.784859452925,-1.33749071792407,0.275623247954874,-4.85260487948045,1.21850306675309e-06,1.93813477363421e-05,LK032193,BnaA06g13020D,318800,321894,1,protein_coding,2637,BnaA06g13020D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GJK7],yes
GSBRNA2T00035685001,117.915720372759,1.55701165795431,0.426814658726237,3.64798074789881,0.0002643094380357,0.0022679155170544,LK032194,BnaC09g08880D,53447,56540,-1,protein_coding,1539,BnaC09g08880D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GN37],yes
GSBRNA2T00035702001,312.709021822307,1.17881554222576,0.228581050658527,5.15710090066376,2.50802668510976e-07,4.60527151610507e-06,LK032194,BnaC09g08970D,115647,118292,-1,protein_coding,1541,Purple acid phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A078GJQ4],yes
GSBRNA2T00035712001,2543.36724631551,1.55099526488955,0.140963547309918,11.0028109712618,3.7040232835209397e-28,5.79337734029472e-26,LK032194,BnaC09g09060D,158129,158644,1,protein_coding,516,Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:A0A078GNF2],yes
GSBRNA2T00035729001,183.44641205834,-1.17715372108642,0.278516547077048,-4.22651269176037,2.37340891079196e-05,0.0002771354711895,LK032194,BnaC09g09200D,263815,266450,-1,protein_coding,2169,BnaC09g09200D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GQ53],yes
GSBRNA2T00035734001,225.244279680193,1.12943323221005,0.247305712954407,4.5669516434433,4.94868114077687e-06,6.87932805523089e-05,LK032194,BnaC09g09240D,288509,290670,-1,protein_coding,1522,BnaC09g09240D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GNN2],yes
GSBRNA2T00035758001,4268.06696478901,-1.09996241593938,0.114680669061906,-9.59152422929798,8.67931964980556e-22,8.85334146017541e-20,LK032194,BnaC09g09390D,396008,398300,1,protein_coding,1500,BnaC09g09390D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GNP9],yes
GSBRNA2T00035768001,97.8668364294908,-1.14030802385882,0.407979190265021,-2.79501516515606,0.0051897280651487,0.0274298780214893,LK032194,BnaC09g09460D,431881,434409,1,protein_coding,2529,BnaC09g09460D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GNJ5],yes
GSBRNA2T00035840001,73.1108579102928,-1.38142052807498,0.542985929925638,-2.54411846042524,0.010955392381091,0.0498186953820016,LK034081,BnaCnng38990D,13613,17206,-1,protein_coding,2729,BnaCnng38990D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J6C8],yes
GSBRNA2T00035847001,76.812932956373,1.23667930062835,0.45713772475288,2.70526634242858,0.006824964348782,0.03423369791229,LK034081,BnaCnng39040D,29146,29729,-1,protein_coding,584,BnaCnng39040D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J6D4],yes
GSBRNA2T00035861001,7.55992596362173,-6.54035767935913,2.21242940087995,-2.9561881959975,0.0031146697832143,0.0181601741642413,LK034083,BnaC03g77680D,26320,28276,1,protein_coding,1034,BnaC03g77680D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JA26],yes
GSBRNA2T00035866001,185.033355126688,-1.15666855349165,0.2934980407065,-3.94097538337001,8.11509547995578e-05,0.0008147016280148,LK034084,BnaCnng39070D,27565,31069,-1,protein_coding,1455,BnaCnng39070D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JCN8],yes
GSBRNA2T00035901001,872.649889029286,1.18984445198806,0.15481663197188,7.68550792529951,1.5239117199954102e-14,7.80496146162887e-13,LK034090,BnaC06g43320D,5172,6381,-1,protein_coding,892,BnaC06g43320D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JA40],yes
GSBRNA2T00035917001,247.650078142357,-1.10478218948787,0.270821578280774,-4.07937283469521,4.51573636277947e-05,0.0004883095238312,LK034092,BnaC06g41450D,3269,8142,-1,protein_coding,3454,BnaC06g41450D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J6G2],yes
GSBRNA2T00035951001,9.00361481284952,6.51198555722574,2.05231970189139,3.17298788839983,0.0015087881845661,0.0099400119311322,LK034097,BnaCnng39150D,35440,37768,-1,protein_coding,1949,BnaCnng39150D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J9E3],yes
GSBRNA2T00035970001,9.59454535573866,6.60020396724053,1.96179242001562,3.36437428338518,0.0007671742630189,0.0056368179799918,LK034100,BnaC05g51260D,35900,37828,1,protein_coding,1407,BnaC05g51260D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J6L8],yes
GSBRNA2T00035975001,1711.8050096153,1.3053281287671,0.125689984191556,10.3852994903534,2.89260029634586e-25,3.73035360416069e-23,LK034101,BnaCnng39210D,12014,14130,1,protein_coding,1195,BnaCnng39210D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JCW4],yes
GSBRNA2T00035977001,54.0204181491616,1.56769799245968,0.496887406305879,3.15503667946582,0.0016047792872907,0.010460561203831,LK034101,BnaCnng39230D,23293,23889,1,protein_coding,597,BnaCnng39230D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J9F8],yes
GSBRNA2T00036032001,84.0370117558518,1.3980781600753,0.468307563793717,2.98538453820731,0.0028322203716975,0.016813919288652,LK034109,BnaC06g42340D,12992,14238,-1,protein_coding,986,BnaC06g42340D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J6Q8],yes
GSBRNA2T00036040001,4680.60434914238,3.7564415846166,0.40352712283966,9.30901882922307,1.29018647714836e-20,1.1852422427646499e-18,LK034110,BnaCnng39460D,33831,35052,1,protein_coding,900,BnaCnng39460D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J9J8],yes
GSBRNA2T00036048001,244.246701196205,-4.02492249337383,1.50214377466924,-2.67945223436424,0.0073742723529718,0.0363787496367919,LK034111,BnaCnng39520D,15006,18350,1,protein_coding,2544,BnaCnng39520D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JAA2],yes
GSBRNA2T00036056001,422.355118403538,2.28816453546362,0.234827590573369,9.74401913283149,1.95659199387663e-22,2.05068994904606e-20,LK034112,BnaA06g01500D,8741,11016,1,protein_coding,1230,BnaA06g01500D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JD01],yes
GSBRNA2T00036119001,236.381550872038,-1.52942918109288,0.252258962495314,-6.0629329715938,1.3366137889882902e-09,3.64796888208038e-08,LK034122,BnaCnng39760D,5407,6668,-1,protein_coding,909,BnaCnng39760D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J6U6],yes
GSBRNA2T00036191001,86.6008797885573,-1.38694670226279,0.389175907775597,-3.56380411672996,0.0003655187652743,0.0029879763016575,LK034131,BnaCnng40020D,28627,31133,-1,protein_coding,1873,BnaCnng40020D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JD84],yes
GSBRNA2T00036203001,33.9967855065956,-2.7021911826296,0.974858195790906,-2.77188127903803,0.0055733359331143,0.0290695099259546,LK034133,BnaAnng18150D,17445,19151,-1,protein_coding,1707,BnaAnng18150D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J705],yes
GSBRNA2T00036222001,1393.77170820285,2.08007190732049,0.11801030698676,17.6261884273707,1.55075487555457e-69,1.35134995219933e-66,LK034136,BnaCnng40170D,15990,18915,-1,protein_coding,1594,BnaCnng40170D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J9U6],yes
GSBRNA2T00036228001,184.295721295593,2.02913446999265,0.38261918400161,5.30327426024752,1.13743835792358e-07,2.22665604605201e-06,LK034138,BnaC07g50860D,1949,4630,-1,protein_coding,591,BnaC07g50860D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J9V1],yes
GSBRNA2T00036236001,13.412173498912,4.1394803149689,1.5149054963119,2.73250069066793,0.0062855539688188,0.0320581312219195,LK034139,BnaCnng40220D,8212,8830,1,protein_coding,282,BnaCnng40220D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JCK9],yes
GSBRNA2T00036242001,9.62801856517721,6.60520083868862,1.94738971220314,3.39182280634314,0.0006942932461202,0.0051767746877015,LK034140,BnaCnng40240D,7525,7707,-1,protein_coding,183,BnaCnng40240D protein [Source:UniProtKB/TrEMBL;Acc:A0A078J736],yes
GSBRNA2T00036273001,18.5753569775861,4.62132814658367,1.32912572171805,3.47696840943689,0.0005071175642883,0.003961791022544,LK034143,BnaC03g72220D,35752,37522,-1,protein_coding,741,BnaC03g72220D protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A078JDC7],yes
GSBRNA2T00036275001,8.04485876847072,6.34689876037433,2.14485874589263,2.95912202727966,0.003085169083005,0.0180462235990551,LK034144,BnaC04g54890D,20644,21618,1,protein_coding,642,Sulfotransferase [Source:UniProtKB/TrEMBL;Acc:A0A078J760],yes
GSBRNA2T00036304001,174.834546389125,2.58440005680825,0.845775283427906,3.05565805415091,0.0022456720685246,0.0138489732676731,LK034148,BnaAnng18190D,607,3593,-1,protein_coding,1351,WAT1-related protein [Source:UniProtKB/TrEMBL;Acc:A0A078J9Y7],yes
GSBRNA2T00036328001,45.8064682344926,2.01210638240183,0.583264708434072,3.44973106259739,0.000561145278137,0.0043224271778102,LK034151,BnaCnng40360D,33144,34451,1,protein_coding,744,BnaCnng40360D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JCP2],yes
GSBRNA2T00036350001,143.211016850979,-1.16450937005548,0.293442339409538,-3.96844358724339,7.23435778488724e-05,0.000736585862995,LK034154,BnaC04g56370D,22023,23782,-1,protein_coding,1259,BnaC04g56370D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JA06],yes
