external_gene_name	ENTREZID	GO	GENENAME	GOTERM	Description_Ensembl	Uniprot_ID	PANTHER_Family_name	PANTHER_SF_name	Description_NCBI	ALIAS	lfc_HeatStress_SAHA	lfc_PE_SAHA	Crep1	Crep2	Crep3	Trep1	Trep2	Trep3	VMrep1	VMrep2	VMrep3	PErep1	PErep2
BnaA03g44970D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -5.67	LFC PE-SAHA :  -7.59	6.08052431724079	5.50537872998078	5.72997138472651	3.04479714941578	3.04479714941578	3.04479714941578	4.64131992549562	4.03210666950333	4.48880102006087	5.02180883357318	4.74730179340286
BnaA03g45240D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.33	LFC PE-SAHA :  -1.2	8.02827618525229	7.91645302398223	8.54082010573979	7.03962597401056	6.38303027679882	7.61298548332226	8.80604152037761	9.06666671788539	9.01012859452814	8.30914133151272	8.20572477291613
BnaA03g45520D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  2.52	LFC PE-SAHA :  1.83	6.19179491850798	4.5394543368795	6.37468662624083	7.95817176654312	7.1167590209102	7.13303144626727	4.8025330645241	4.56517423546854	4.11515593331477	6.01169095883633	5.75246426974916
BnaA03g45660D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.1	LFC PE-SAHA :  -1.82	8.02085664853258	7.71254150245842	7.84996643177999	6.20989506852076	5.7693589619667	6.70744463891366	8.66551345837628	8.80506572522654	8.96659982170265	7.81635965828203	7.63265705673738
BnaA03g46070D	NA	NA	NA	NA	BnaA03g46070D protein	A0A078FFU1	TYROSINE AMINOTRANSFERASE	AMINOTRAN_1_2 DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  1.99	LFC PE-SAHA :  7.79	3.04479714941578	3.04479714941578	3.04479714941578	6.07552709098972	6.01257239684842	6.38576393445366	4.53265543310301	4.45541895467629	4.11515593331477	5.19364827934413	5.03758098694227
BnaA03g46580D	NA	NA	NA	NA	BnaA03g46580D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  5.81	LFC PE-SAHA :  6.64	3.04479714941578	3.04479714941578	3.04479714941578	5.79534310209058	4.68001533912974	5.28294448973049	3.04479714941578	3.39981898719491	3.04479714941578	3.84172258378235	3.86821440066085
BnaA03g47130D	NA	NA	NA	NA	BnaA03g47130D protein	A0A078FDR2	NADPH OXIDASE	BNAA03G47130D PROTEIN	NA	NA	LFC HeatStress-SAHA :  6.93	LFC PE-SAHA :  4.16	4.17726116610648	4.43668789675166	3.04479714941578	6.96629606782691	6.36577958016592	6.42532506893587	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.52446393442785
BnaA03g47630D	NA	NA	NA	NA	BnaA03g47630D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.41	LFC PE-SAHA :  5.09	3.04479714941578	4.19514654632984	3.04479714941578	6.54990282273578	6.57514934564748	5.5271335276181	6.76883570671101	6.85631590031436	6.98160717616586	5.19364827934413	5.44224668882213
BnaA03g48540D	NA	NA	NA	NA	BnaA03g48540D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  8.16	LFC PE-SAHA :  6.51	3.04479714941578	3.04479714941578	3.04479714941578	5.25141760919298	5.09402043261368	5.36939798671334	3.04479714941578	3.04479714941578	3.04479714941578	4.39311949129516	3.52446393442785
BnaA03g49430D	NA	NA	NA	NA	BnaA03g49430D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.38	LFC PE-SAHA :  1.29	6.58594836210314	6.14669081047805	6.01165083914649	7.86469698082586	6.96560902937947	7.19120829978828	5.48538094144548	5.89626981993598	5.86107501912387	6.3721352879729	6.88413508187927
BnaA03g49710D	NA	NA	NA	NA	BnaA03g49710D protein	A0A078GYH1	CRS1 / YHBY (CRM) DOMAIN-CONTAINING PROTEIN	CRS1 / YHBY (CRM) DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  -1.51	LFC PE-SAHA :  -1.7	7.5185523665356	6.60558530976901	5.84241550035593	5.08660594512156	5.53822099559702	5.76548973286807	7.69561721682622	7.00540391481958	7.27617754671262	6.81701541208736	6.86135480970806
BnaA03g52140D	NA	NA	NA	NA	BnaA03g52140D protein	A0A078FK10	POTASSIUM CHANNEL AKT1	POTASSIUM CHANNEL KAT3	NA	NA	LFC HeatStress-SAHA :  5.75	LFC PE-SAHA :  7.33	3.04479714941578	3.86869558320025	3.04479714941578	8.14863429249617	6.79657406814832	6.60809502823689	3.41026001838346	3.04479714941578	3.55830633970976	4.39311949129516	5.19957053542378
BnaA03g53080D	106428748	NA	NA	NA	BnaA03g53080D protein	NA	NA	NA	uncharacterized LOC106428748	LOC106428748	LFC HeatStress-SAHA :  5.35	LFC PE-SAHA :  4.17	4.17726116610648	3.04479714941578	3.04479714941578	6.15768054144835	4.95446439110305	5.32687591895364	3.56027631476723	3.04479714941578	3.04479714941578	4.01490366466994	4.74730179340286
BnaA03g53520D	106451972	NA	NA	NA	BnaA03g53520D protein	A0A078HZB7	OS03G0411600 PROTEIN	OS03G0411600 PROTEIN	uncharacterized BNAA03G53520D	BNAA03G53520D	LFC HeatStress-SAHA :  1.76	LFC PE-SAHA :  2.47	5.27916869341843	4.72058515323672	3.04479714941578	6.60910879462789	6.25760337439822	6.25997011921483	5.04787662281458	5.11388027115775	4.48880102006087	6.09709406441287	5.34362750664067
BnaA03g54880D	106448867	NA	NA	NA	BnaA03g54880D protein	A0A078J101	METALLOTHIONEIN-LIKE PROTEIN 2A	BNAA03G54880D PROTEIN	metallothionein-like protein type 2, MT2-22	LOC106448867	LFC HeatStress-SAHA :  1.22	LFC PE-SAHA :  1.92	10.9486547061163	11.572646567559	11.2922200799498	13.1459329664177	13.1949012723392	13.3040310848018	10.2821818828292	10.0884740099776	9.74570891930242	10.7630843285252	11.0858678334354
BnaA03g55260D	106442978	GO:0042744	peroxidase 52-like	hydrogen peroxide catabolic process	Peroxidase	A0A078IQG1	PEROXIDASE 72-RELATED	PEROXIDASE	peroxidase 52-like	LOC106442978	LFC HeatStress-SAHA :  8.89	LFC PE-SAHA :  6.09	3.04479714941578	3.04479714941578	3.04479714941578	4.28588796029854	5.50636243341258	4.86466117792675	3.04479714941578	3.04479714941578	3.04479714941578	4.58482290087834	4.74730179340286
BnaA03g55260D	106442978	GO:0006979	peroxidase 52-like	response to oxidative stress	Peroxidase	A0A078IQG1	PEROXIDASE 72-RELATED	PEROXIDASE	peroxidase 52-like	LOC106442978	LFC HeatStress-SAHA :  8.89	LFC PE-SAHA :  6.09	3.04479714941578	3.04479714941578	3.04479714941578	4.28588796029854	5.50636243341258	4.86466117792675	3.04479714941578	3.04479714941578	3.04479714941578	4.58482290087834	4.74730179340286
BnaA03g58060D	NA	NA	NA	NA	BnaA03g58060D protein	A0A078JUY1	ZINC FINGER PROTEIN ZAT1-RELATED	C2H2-LIKE ZINC FINGER PROTEIN	NA	NA	LFC HeatStress-SAHA :  -5.27	LFC PE-SAHA :  -7.34	6.52389075441626	5.14225720375105	4.05405216982458	3.04479714941578	3.04479714941578	3.04479714941578	4.36892521320165	4.24299884011279	3.993384401036	4.89280995300096	4.1944909063026
BnaA03g58620D	NA	NA	NA	NA	BnaA03g58620D protein	A0A078JQP0	BETA-SITE APP-CLEAVING ENZYME, ISOFORM A-RELATED	EUKARYOTIC ASPARTYL PROTEASE FAMILY PROTEIN	NA	NA	LFC HeatStress-SAHA :  7.14	LFC PE-SAHA :  4.3	3.04479714941578	3.86869558320025	4.20275955693784	6.37876556586935	6.2002355677753	5.76548973286807	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.72009537967074
BnaA03g59570D	NA	NA	NA	NA	BnaA03g59570D protein	A0A078IYH6	T31J12.3 PROTEIN-RELATED	BNAA03G59570D PROTEIN	NA	NA	LFC HeatStress-SAHA :  4.73	LFC PE-SAHA :  6.1	3.04479714941578	3.04479714941578	3.04479714941578	4.49690024480517	5.2592534338024	5.09081496952679	3.04479714941578	3.39981898719491	3.04479714941578	3.61184319933665	3.04479714941578
BnaA03g59930D	NA	NA	NA	NA	BnaA03g59930D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  8.4	LFC PE-SAHA :  6.42	3.04479714941578	3.04479714941578	3.04479714941578	5.72456224388293	4.74012500826486	4.86466117792675	3.04479714941578	3.04479714941578	3.04479714941578	4.39311949129516	4.28151411933627
BnaA04g00060D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.35	LFC PE-SAHA :  -1.97	7.22721433104396	7.54075467160418	8.16416445691302	5.79534310209058	5.74251105713769	6.40568269583042	8.92778350282756	9.00452220927335	9.13470277215372	7.9046368142575	7.41597719470592
BnaA04g02040D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.87	LFC PE-SAHA :  -3.9	4.41551891949943	5.67586105256689	6.24589672180827	3.84390571841395	3.04479714941578	4.09894218579496	4.97133170782014	4.66519466022274	4.8835206238382	4.82290673538765	4.1944909063026
BnaA04g04290D	NA	NA	NA	NA	BnaAnng18260D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  7.05	LFC PE-SAHA :  6.39	3.04479714941578	3.04479714941578	3.04479714941578	5.44324592274569	4.90428228517263	5.09081496952679	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.86821440066085
BnaA04g04370D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  9.4	LFC PE-SAHA :  6.8	3.04479714941578	3.04479714941578	3.04479714941578	6.13082714556215	5.13734311374534	4.50574110114567	3.04479714941578	3.04479714941578	3.04479714941578	5.19364827934413	4.28151411933627
BnaA04g04990D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  8.06	LFC PE-SAHA :  6.18	3.04479714941578	3.04479714941578	3.04479714941578	5.39781755193702	4.54959144400879	5.03796131867148	3.04479714941578	3.04479714941578	3.04479714941578	4.39311949129516	3.72009537967074
BnaA04g06190D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.65	LFC PE-SAHA :  -2.16	8.26646233471105	7.68367942168595	8.34311423031254	6.73836812442548	5.62954001756049	6.12183848729851	8.23669596747329	8.05185026280873	8.3198090124786	7.87315900823061	7.44682665787869
BnaA04g06400D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.22	LFC PE-SAHA :  -1.11	7.85550074031187	8.24074247743883	7.22146977554265	6.96629606782691	6.43355545779521	7.04739845082209	8.56561926790645	8.4953148737924	8.39649750515995	7.91239985874082	7.78518376189571
BnaA04g06970D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.43	LFC PE-SAHA :  -1.04	8.2088747116219	8.02009178796382	8.31160892685507	6.46691492915926	7.46121782524685	7.5522196954938	8.5140014331312	8.61107975343459	8.47146004212625	7.76582360850872	7.49189297082331
BnaA04g07000D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.93	LFC PE-SAHA :  1.6	6.52389075441626	6.35829327867219	6.04316384156846	7.35871929888189	8.00495322550757	7.76604092557895	5.35501809091875	5.2203091070704	5.30798294213856	6.27821440634236	6.56932158979559
BnaA04g07100D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  6.91	LFC PE-SAHA :  6.16	3.04479714941578	3.04479714941578	3.04479714941578	5.35079009315009	5.2592534338024	4.09894218579496	3.04479714941578	3.04479714941578	3.04479714941578	3.61184319933665	3.72009537967074
BnaA04g08340D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.66	LFC PE-SAHA :  6.39	3.04479714941578	3.04479714941578	3.04479714941578	5.44324592274569	5.2592534338024	4.66274222845158	3.6744812220619	3.39981898719491	3.04479714941578	4.15835430811467	4.28151411933627
BnaA04g09430D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.4	LFC PE-SAHA :  -3.08	6.16479302443377	5.01684056013849	6.39909362412656	3.04479714941578	4.54959144400879	4.32259090777769	6.04551063919587	6.31168567373101	6.07177698380207	5.56530273407763	5.62013751388939
BnaA04g09590D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  6.73	LFC PE-SAHA :  6.44	3.04479714941578	3.04479714941578	3.04479714941578	4.49690024480517	5.40600248933863	5.48939985209643	3.04479714941578	3.04479714941578	3.04479714941578	3.84172258378235	3.04479714941578
BnaA04g09600D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  7.65	LFC PE-SAHA :  6.28	3.04479714941578	3.04479714941578	3.04479714941578	5.72456224388293	4.47827035429759	4.73390548142239	3.04479714941578	3.04479714941578	3.04479714941578	3.61184319933665	4.09871982702954
BnaA04g10750D	NA	NA	NA	NA	BnaA04g10750D protein	A0A078IDK4	GB|AAC33480.1	GB|AAC33480.1	NA	NA	LFC HeatStress-SAHA :  -1.3	LFC PE-SAHA :  -1.1	6.82739581948865	7.78679015798914	7.97595894926804	6.88900206360858	6.84694488343759	6.02156797264957	8.39576609190612	8.36504086751596	8.37598396702067	7.79131351506669	7.40816015573243
BnaA04g11950D	NA	NA	NA	NA	BnaA04g11950D protein	A0A078FS06	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  -1.43	LFC PE-SAHA :  -1.74	6.77519664585134	7.23044299974362	7.22146977554265	5.92687782640343	5.29749270912109	5.76548973286807	7.49268740128986	7.29651162012409	7.31028566541877	6.83353171371135	6.88413508187927
BnaA04g12210D	106446366	GO:0032446	SUMO-activating enzyme subunit 2	protein modification by small protein conjugation	BnaA04g12210D protein	A0A078FN66	UBIQUITIN-ACTIVATING ENZYME E1	SUMO-ACTIVATING ENZYME SUBUNIT 2	SUMO-activating enzyme subunit 2	LOC106446366	LFC HeatStress-SAHA :  -1.42	LFC PE-SAHA :  -1.3	7.76065583272607	8.15228972466865	8.65566132095439	7.23946258105876	7.0104477864913	6.88750994645128	8.55544253242057	8.77394187294193	8.8656165274644	8.07338094740906	7.99259808550455
BnaA04g12210D	106446366	GO:0016925	SUMO-activating enzyme subunit 2	protein sumoylation	BnaA04g12210D protein	A0A078FN66	UBIQUITIN-ACTIVATING ENZYME E1	SUMO-ACTIVATING ENZYME SUBUNIT 2	SUMO-activating enzyme subunit 2	LOC106446366	LFC HeatStress-SAHA :  -1.42	LFC PE-SAHA :  -1.3	7.76065583272607	8.15228972466865	8.65566132095439	7.23946258105876	7.0104477864913	6.88750994645128	8.55544253242057	8.77394187294193	8.8656165274644	8.07338094740906	7.99259808550455
BnaA04g12480D	NA	NA	NA	NA	BnaA04g12480D protein	A0A078FU23	EME1 PROTEIN	ERCC4 DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  -1.56	LFC PE-SAHA :  -1.61	7.40900536104745	6.81616906061245	7.3637200261067	6.46691492915926	4.68001533912974	5.99533521064796	7.2663418881448	7.39043233788302	7.33416157546212	6.7314382880423	6.54085207742253
BnaA04g12860D	NA	NA	NA	NA	Peroxidase	A0A078GK30	PEROXIDASE 72-RELATED	PEROXIDASE 17	NA	NA	LFC HeatStress-SAHA :  3.17	LFC PE-SAHA :  3.82	4.51695781958276	5.36173097321736	5.64955382071792	8.62764484059963	8.15181782748976	8.54395103023085	4.27644113041231	4.08957183938526	3.76727529500865	5.43773704529307	5.41017554011547
BnaA04g13550D	NA	NA	NA	NA	BnaA04g13550D protein	A0A078HNI2	OS05G0588300 PROTEIN	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  1.56	LFC PE-SAHA :  1.07	7.64951654330663	7.40580605261108	7.47045636401568	8.20054794128555	8.92147598786996	8.33337933499517	5.77230388029955	5.11388027115775	5.01623629053165	6.48139328478623	6.35687866820935
BnaA04g13980D	NA	NA	NA	NA	BnaA04g13980D protein	A0A078HPZ5	NAD DEPENDENT EPIMERASE/DEHYDRATASE	NAD(P)-BD_DOM DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  1.87	LFC PE-SAHA :  1.78	7.61047567224938	7.07583677494652	7.55910134705248	9.26762487469018	8.94179517112297	9.16108943349818	5.82866100527167	5.42791219617349	5.32794354668751	6.88196439041386	6.74165917129182
BnaA04g14050D	NA	NA	NA	NA	BnaA04g14050D protein	A0A078HSF8	OS06G0651300 PROTEIN-RELATED	OS06G0651300 PROTEIN	NA	NA	LFC HeatStress-SAHA :  -2.52	LFC PE-SAHA :  -3.13	6.13726201361994	6.08841319194678	6.60168378844408	3.04479714941578	4.47827035429759	4.73390548142239	6.75459681175472	6.73843699867611	7.02338744670495	6.3492339157087	6.28982601804403
BnaA04g14920D	106420801	NA	NA	NA	BnaA04g14920D protein	A0A078HA65	SOLUTE CARRIER FAMILY 35	TPT DOMAIN-CONTAINING PROTEIN	probable sugar phosphate/phosphate translocator At2g25520	LOC106420801	LFC HeatStress-SAHA :  2.06	LFC PE-SAHA :  4.18	3.04479714941578	5.08108367105262	4.8888915028344	7.83213907847146	7.94289271873979	7.6955667901354	4.27644113041231	3.54562306975176	3.55830633970976	4.15835430811467	4.50544428117223
BnaA04g15550D	NA	NA	NA	NA	BnaA04g15550D protein	A0A078IDX6	CALCIUM BINDING PROTEIN	CALMODULIN-7	NA	NA	LFC HeatStress-SAHA :  1.82	LFC PE-SAHA :  1.18	6.3437613198929	7.97318374170097	7.38813430769745	8.36310966542563	8.11136234458421	8.88704687339843	6.69617494658068	6.33908307147119	6.33342119499574	7.67743934449532	8.11273814757031
BnaA04g15630D	NA	NA	NA	NA	BnaA04g15630D protein	A0A078IFT4	CYCLIN-LIKE F-BOX	RNI-LIKE SUPERFAMILY PROTEIN	NA	NA	LFC HeatStress-SAHA :  -2.19	LFC PE-SAHA :  -1.61	6.75736369909081	6.4065840288352	7.00149563968372	5.61103855243904	5.65866838420844	5.14157668702812	6.75459681175472	6.99972950166962	7.16869844275954	6.20342817985958	5.41017554011547
BnaA04g15750D	NA	NA	NA	NA	BnaA04g15750D protein	A0A078H1A7	STRICTOSIDINE SYNTHASE-RELATED	PROTEIN STRICTOSIDINE SYNTHASE-LIKE 9	NA	NA	LFC HeatStress-SAHA :  3.56	LFC PE-SAHA :  1.96	6.2442919332618	6.70517727080746	4.64363289655905	7.69399810813512	8.17653733906663	7.45121495020119	4.36892521320165	3.04479714941578	3.76727529500865	5.39237775448541	5.37731669933522
BnaA04g15800D	NA	NA	NA	NA	BnaA04g15800D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  6.11	LFC PE-SAHA :  6.58	3.04479714941578	3.04479714941578	3.04479714941578	6.10344981197336	3.04479714941578	5.09081496952679	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.52446393442785
BnaA04g20420D	NA	NA	NA	NA	BnaA04g20420D protein	A0A078I221	LYSINE-SPECIFIC DEMETHYLASE	BNAA04G20420D PROTEIN	NA	NA	LFC HeatStress-SAHA :  4.33	LFC PE-SAHA :  6.02	3.04479714941578	4.32304677386944	3.04479714941578	7.13635944810726	7.50877581766443	7.45121495020119	3.6744812220619	3.90386714924968	3.40885606564875	4.89280995300096	5.37731669933522
BnaA04g21670D	NA	NA	NA	NA	BnaA04g21670D protein	A0A078FVF6	SOLUTE CARRIER FAMILY 25	MITOCHONDRIAL CARRIER LIKE PROTEIN	NA	NA	LFC HeatStress-SAHA :  -1.53	LFC PE-SAHA :  -1.21	7.33902748486653	7.82252519975194	7.49313559406119	6.07552709098972	6.63381654168019	6.73907860359179	8.29169401044797	8.4750833426092	8.5200454004775	7.52364877173978	7.58494201754728
BnaA04g21990D	NA	NA	NA	NA	Peroxidase	A0A078G186	PEROXIDASE 72-RELATED	PEROXIDASE 22-RELATED	NA	NA	LFC HeatStress-SAHA :  -3.9	LFC PE-SAHA :  -3.6	6.21828813690012	4.87761145319652	6.86870603450716	3.04479714941578	3.74188430142582	4.73390548142239	5.31530627450589	5.75262479699935	5.61244757026132	4.66965562627704	4.36157273551113
BnaA04g22430D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.32	LFC PE-SAHA :  1.08	7.17457687360817	6.76175270180289	7.45898104858628	8.08790350481708	8.3031524771772	8.08667611004851	5.35501809091875	5.29961852164066	4.79647262919756	5.98202262252255	5.91866044519846
BnaA04g23490D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.11	LFC PE-SAHA :  -1.44	7.67811689028849	7.24370512071734	6.44668038720583	6.07552709098972	4.95446439110305	6.5733746617348	7.94381954306892	8.07892620610243	8.11496325248217	6.97416675657866	6.55515814813961
BnaA04g29510D	NA	NA	NA	NA	BnaA04g29510D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  6.23	LFC PE-SAHA :  7.1	3.04479714941578	3.04479714941578	3.04479714941578	5.39781755193702	6.25760337439822	4.92513990118195	3.41026001838346	3.04479714941578	3.04479714941578	4.01490366466994	3.99147933683863
BnaA04g29520D	106436144	NA	NA	NA	BnaA04g29520D protein	A0A078IVJ7	GLUTAREDOXIN	GLUTAREDOXIN-C13	glutaredoxin-C13	LOC106436144	LFC HeatStress-SAHA :  5.14	LFC PE-SAHA :  6.85	3.04479714941578	3.04479714941578	3.04479714941578	5.48718715302514	5.96721614532908	4.58694818651906	3.56027631476723	3.54562306975176	3.04479714941578	5.19364827934413	4.6913979205875
BnaA05g00070D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.74	LFC PE-SAHA :  -1.41	8.57574426209651	8.20736186717313	8.68545640142912	6.66594821234165	7.50095801308547	7.30092569751665	8.41840605058935	8.56396905250815	8.894740175594	7.82461241323574	7.70457807946218
BnaA05g00310D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.74	LFC PE-SAHA :  -1.27	7.84713222083123	8.31156570658151	7.71187458258947	7.26412018265821	6.40007316003861	6.72334938847023	9.06464163050184	9.08813261916301	9.22664225261232	8.21816113515827	7.91758881558164
BnaA05g00520D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  2.54	LFC PE-SAHA :  2.67	4.98875899923614	5.08108367105262	3.04479714941578	6.68440126013221	6.51395572017827	6.46381112906517	4.06016227015429	4.1945736584361	3.40885606564875	4.66965562627704	4.85184798852204
BnaA05g01900D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  5.29	LFC PE-SAHA :  6.29	3.04479714941578	3.04479714941578	3.04479714941578	5.79534310209058	3.04479714941578	5.09081496952679	3.04479714941578	3.39981898719491	3.04479714941578	3.84172258378235	3.52446393442785
BnaA05g02250D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.57	LFC PE-SAHA :  -1.48	8.24752110533301	7.17613272159535	7.62217170313081	5.61103855243904	6.64811292698942	6.81522298041999	8.46264603830697	8.4462733877218	8.51380029754182	7.73987388273015	7.43148476008774
BnaA05g02810D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  8.6	LFC PE-SAHA :  7.21	3.04479714941578	3.04479714941578	3.04479714941578	6.42352595440059	5.13734311374534	5.19042063166432	3.04479714941578	3.04479714941578	3.04479714941578	4.4931433673647	4.1944909063026
BnaA05g03030D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -6.2	LFC PE-SAHA :  -6.61	4.51695781958276	5.50537872998078	5.15473031937749	3.04479714941578	3.04479714941578	3.04479714941578	4.86140667942527	4.81498627029766	4.60073029093545	4.58482290087834	4.28151411933627
BnaA05g03430D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  2.91	LFC PE-SAHA :  4.66	4.41551891949943	4.04733681586305	3.04479714941578	7.44746751372145	6.41691326879154	6.64198791339656	3.04479714941578	3.74960391636016	3.85050766058481	3.61184319933665	4.63270133837249
BnaA05g03710D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.55	LFC PE-SAHA :  -1.15	8.14888857392704	7.52998067191598	7.51546236290898	6.28475563575213	6.52950309503475	7.24711592940067	8.42065060510653	8.46895808186053	8.76580869339595	7.39643919206283	7.86721888213555
BnaA05g04000D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.69	LFC PE-SAHA :  4.51	5.17069618060585	5.01684056013849	5.47291579616784	8.69250640448049	9.19008191164047	9.29934782727318	3.6744812220619	3.54562306975176	3.85050766058481	4.15835430811467	5.19957053542378
BnaA05g04390D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  2.2	LFC PE-SAHA :  2.17	6.36757121750903	5.50537872998078	6.10413677958603	8.57455231336535	7.32611282758873	7.54332528217178	3.92850955277269	3.90386714924968	4.05639435022093	4.58482290087834	4.6913979205875
BnaA05g04560D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  4.24	LFC PE-SAHA :  6.35	3.04479714941578	3.04479714941578	3.04479714941578	5.08660594512156	4.02148676377433	5.76548973286807	3.56027631476723	3.04479714941578	3.04479714941578	4.28261033607098	3.04479714941578
BnaA05g04660D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.52	LFC PE-SAHA :  -2.27	7.18791853481646	6.4065840288352	6.55909627866186	5.39781755193702	4.90428228517263	4.86466117792675	6.83120845782488	6.83094913863439	6.80794368378465	6.76628765821809	6.04682265068933
BnaA05g05080D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.94	LFC PE-SAHA :  1.76	6.21828813690012	5.96403028767102	6.46988752006835	7.86469698082586	7.69155868942722	7.76604092557895	4.45388078185714	4.72739147863676	4.11515593331477	5.56530273407763	5.03758098694227
BnaA05g06190D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.96	LFC PE-SAHA :  -1.75	6.13726201361994	7.49716531538645	6.58054952696636	5.39781755193702	4.95446439110305	5.9413412622519	7.61156697018581	7.64378772797121	7.41696872768592	6.62146393208844	6.5264004304103
BnaA05g07050D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.34	LFC PE-SAHA :  -1.53	8.04300153401071	7.54075467160418	7.3637200261067	6.35584291410686	6.51395572017827	6.14582382870372	7.33473408998159	7.67608662245333	7.55739346511069	7.14245769925964	6.76641514380929
BnaA05g07760D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.58	LFC PE-SAHA :  -2.25	8.22187238611178	7.36999012470615	6.85120500430906	6.20989506852076	5.21986843812879	5.56384342149705	6.55524121527903	6.73159357125381	7.01749300944252	6.83353171371135	5.94085623273948
BnaA05g10480D	NA	NA	NA	NA	BnaA05g10480D protein	A0A078FRM0	3-KETOACYL-COA THIOLASE, PEROXISOMAL	3-KETOACYL-COA THIOLASE, PEROXISOMAL	NA	NA	LFC HeatStress-SAHA :  1.36	LFC PE-SAHA :  1.13	7.49730111009942	7.24370512071734	7.26168492705999	8.13535815040481	8.63455668520486	8.3639706586742	6.86471741031259	6.70388645508235	6.63355688424093	7.97304149794888	7.51390682217867
